299.67 2284
300.216875 1996
300.76375 2304
301.310625 3216
301.8575 2376
302.404375 2500
302.95125 1764
303.498125 2088
304.045 1512
304.591875 2132
305.13875 2724
305.685625 2056
306.2325 2732
306.779375 3124
307.32625 2808
307.873125 2704
308.42 3224
308.966875 2252
309.51375 2216
310.060625 1764
310.6075 2152
311.154375 2228
311.70125 2136
312.248125 2428
312.795 3656
313.341875 1848
313.88875 3936
314.435625 2164
314.9825 2952
315.529375 1356
316.07625 1496
316.623125 2308
317.17 1756
317.716875 2460
318.26375 2328
318.810625 2144
319.3575 1508
319.904375 1464
320.45125 1820
320.998125 2412
321.545 1600
322.091875 2336
322.63875 1968
323.185625 1900
323.7325 1692
324.279375 2940
324.82625 2232
325.373125 2268
325.92 1952
326.466875 1964
327.01375 2140
327.560625 3496
328.1075 2096
328.654375 2184
329.20125 1912
329.748125 1744
330.295 1724
330.841875 2128
331.38875 1492
331.935625 1608
332.4825 2508
333.029375 1832
333.57625 2268
334.123125 1708
334.67 2232
335.216875 2624
335.76375 2064
336.310625 2268
336.8575 1896
337.404375 1644
337.95125 2112
338.498125 2636
339.045 2876
339.591875 1480
340.13875 2068
340.685625 1920
341.2325 2408
341.779375 1756
342.32625 1280
342.873125 3104
343.42 2344
343.966875 1844
344.51375 2328
345.060625 2700
345.6075 2296
346.154375 2028
346.70125 2532
347.248125 2256
347.795 1564
348.341875 3412
348.88875 2040
349.435625 1996
349.9825 1592
350.529375 1868
351.07625 1956
351.623125 1908
352.17 1596
352.716875 1848
353.26375 2552
353.810625 1416
354.3575 1912
354.904375 1524
355.45125 2548
355.998125 2076
356.545 1380
357.091875 2880
357.63875 1500
358.185625 1704
358.7325 1976
359.279375 1656
359.82625 2008
360.373125 1976
360.92 1288
361.466875 1976
362.01375 1908
362.560625 2520
363.1075 1732
363.654375 1540
364.20125 2784
364.748125 2136
365.295 1740
365.841875 1676
366.38875 1396
366.935625 2132
367.4825 1716
368.029375 1332
368.57625 2148
369.123125 2016
369.67 2096
370.216875 1940
370.76375 1900
371.310625 1812
371.8575 1916
372.404375 1912
372.95125 3432
373.498125 2212
374.045 2200
374.591875 1996
375.13875 2324
375.685625 1672
376.2325 1648
376.779375 1992
377.32625 2920
377.873125 2136
378.42 2000
378.966875 2596
379.51375 1496
380.060625 1728
380.6075 2332
381.154375 2292
381.70125 1820
382.248125 2296
382.795 2208
383.341875 1836
383.88875 2252
384.435625 2064
384.9825 2036
385.529375 2772
386.07625 2464
386.623125 2008
387.17 1804
387.716875 1588
388.26375 1900
388.810625 2872
389.3575 1672
389.904375 1784
390.45125 1756
390.998125 1172
391.545 1924
392.091875 1868
392.63875 2444
393.185625 3120
393.7325 1968
394.279375 2512
394.82625 1272
395.373125 1744
395.92 1620
396.466875 2988
397.01375 2028
397.560625 1844
398.1075 1596
398.654375 1548
399.20125 1852
399.748125 2796
400.295 1956
400.841875 1420
401.38875 2180
401.935625 2984
402.4825 1744
403.029375 1740
403.57625 2020
404.123125 1600
404.67 2512
405.216875 2496
405.76375 2116
406.310625 1956
406.8575 1672
407.404375 2092
407.95125 1868
408.498125 3028
409.045 2296
409.591875 2304
410.13875 2004
410.685625 1564
411.2325 1924
411.779375 1668
412.32625 1552
412.873125 1704
413.42 2056
413.966875 2236
414.51375 1688
415.060625 2316
415.6075 2124
416.154375 1532
416.70125 1960
417.248125 2524
417.795 1916
418.341875 1880
418.88875 2556
419.435625 1380
419.9825 2464
420.529375 1876
421.07625 2248
421.623125 1764
422.17 2820
422.716875 1660
423.26375 1656
423.810625 2524
424.3575 2084
424.904375 1544
425.45125 2052
425.998125 1700
426.545 1856
427.091875 2172
427.63875 1596
428.185625 2580
428.7325 2056
429.279375 1924
429.82625 1676
430.373125 2856
430.92 1320
431.466875 2984
432.01375 2984
